id,nazov_piva,pivovar,mesto,kraj,hodnotenie,sezonnost,skupina_piv,styl,stupnovitost,alkohol_percento,horkost_IBU,pivovar_matched,pivovar_original,pivovar_id_1,pivovar_id_2
5772,Svatý Norbert Sakura Dark Ale,Klášterní pivovar Strahov,Praha,Hlavní město Praha,7.699999809265137,Neuvedené,bylinné pivo ( ochucené pivo ),Ale,13,4.900000095367432,30,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5773,Svatý Norbert Session Hazy IPA (2020 II),Klášterní pivovar Strahov,Praha,Hlavní město Praha,7.5,Neuvedené,Neuvedené,"Session IPA ( India Pale Ale , Ale ) New England IPA ( India Pale Ale , Ale )",10,4,30,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5774,Svatý Norbert Session Hazy IPA (2021 I),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.300000190734863,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale ) Session IPA ( India Pale Ale , Ale )",10,4,30,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5775,Svatý Norbert Session Hazy IPA (2021 II),Klášterní pivovar Strahov,Praha,Hlavní město Praha,7,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale ) Session IPA ( India Pale Ale , Ale )",10,4,30,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5776,Svatý Norbert Smoked Porter (2014),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.899999618530273,masopustní,oak chips aged,English Porter ( Porter ),16,6.300000190734863,50,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5777,Svatý Norbert Smoked Porter (2016) Whisky Barrel-Aged,Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.300000190734863,Neuvedené,nakuřované pivo oak chips aged,American Porter ( Porter ),16,6.300000190734863,50,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5778,Svatý Norbert Smoked Porter (2017) Whisky Barrel-Aged,Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.800000190734863,Neuvedené,oak chips aged,American Porter ( Porter ),16,6.300000190734863,50,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5779,Svatý Norbert Smoked Porter (2018) Whisky Barrel-Aged,Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.800000190734863,Neuvedené,nakuřované pivo oak chips aged,American Porter ( Porter ),16,6.300000190734863,50,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5780,Svatý Norbert Smoked Porter (2019) Whisky Barrel-Aged,Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.5,masopustní,oak barrel-aged,English Porter ( Porter ),16,6.300000190734863,50,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5781,Svatý Norbert Smoked Porter (2020),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.300000190734863,masopustní,nakuřované pivo oak chips aged,Porter,16,6.300000190734863,Neuvedené,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5782,Svatý Norbert Smoked Porter (2024),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.800000190734863,Neuvedené,nakuřované pivo oak chips aged,English Porter ( Porter ),16,6.300000190734863,50,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5783,Svatý Norbert Summer Red Ale (2013),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",11,4.300000190734863,Neuvedené,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5784,Svatý Norbert Summer Red Ale (2014),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.5,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",11,4.300000190734863,35,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5785,Svatý Norbert Summer Red Ale (2015),Klášterní pivovar Strahov,Praha,Hlavní město Praha,6.300000190734863,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",11,4.300000190734863,35,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5786,Svatý Norbert Summer Red Ale (2016),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.5,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",11,4.300000190734863,Neuvedené,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5787,Svatý Norbert Summer Red Ale (2017 #2),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.300000190734863,letní,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",11,4.300000190734863,Neuvedené,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5788,Svatý Norbert Summer Red Ale (2017),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",11,4.300000190734863,35,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5789,Svatý Norbert Tropical Stout,Klášterní pivovar Strahov,Praha,Hlavní město Praha,9,Neuvedené,"čokoládové pivo ( ochucené pivo ) kokosové pivo ( ovocné pivo , ochucené pivo )",American Stout ( Stout ),14,5.5,25,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5790,Svatý Norbert Úřednická IPA,Klášterní pivovar Strahov,Praha,Hlavní město Praha,7.5,jednorázová várka,Neuvedené,India Pale Ale ( Ale ),16,6.199999809265137,Neuvedené,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5791,Svatý Norbert weizen (pšeničné),Klášterní pivovar Strahov,Praha,Hlavní město Praha,8.100000381469727,letní,Neuvedené,German Hefeweizen světlé pšeničné,13,5.300000190734863,17,Klášterní pivovar Strahov,Klášterní pivovar Strahov,462,NULL
5792,Babylónská IPA,Svatý Petr,Praha,Hlavní město Praha,5.300000190734863,Neuvedené,Neuvedené,India Pale Ale ( Ale ),13,5.5,Neuvedené,Svatý Petr,Svatý Petr,518,NULL
5793,Ležák Zjevení,Svatý Petr,Praha,Hlavní město Praha,5,Neuvedené,Neuvedené,světlý ležák,11,4.900000095367432,40,Svatý Petr,Svatý Petr,518,NULL
5794,Stoutovo znamení,Svatý Petr,Praha,Hlavní město Praha,6.300000190734863,Neuvedené,Neuvedené,Stout,15,6,Neuvedené,Svatý Petr,Svatý Petr,518,NULL
5795,Svijanský Vozka,Svijany,Svijany,Liberecký kraj,2,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),NULL,0.5,Neuvedené,Svijany,Svijany,222,NULL
5796,20,Svijany,Svijany,Liberecký kraj,6.5,Neuvedené,Neuvedené,světlý speciál,20,9.5,Neuvedené,Svijany,Svijany,222,NULL
5797,450,Svijany,Svijany,Liberecký kraj,5,Neuvedené,Neuvedené,světlý ležák,11,4.599999904632568,Neuvedené,Svijany,Svijany,222,NULL
5798,Baron,Svijany,Svijany,Liberecký kraj,5.5,Neuvedené,Neuvedené,světlý speciál,15,6.5,Neuvedené,Svijany,Svijany,222,NULL
5799,Desítka,Svijany,Svijany,Liberecký kraj,2.700000047683716,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlé výčepní,10,4,Neuvedené,Svijany,Svijany,222,NULL
5800,Dux,Svijany,Svijany,Liberecký kraj,5,svatováclavské,Neuvedené,světlý speciál,13,5.5,Neuvedené,Svijany,Svijany,222,NULL
5801,Fanda,Svijany,Svijany,Liberecký kraj,6,Neuvedené,Neuvedené,řezaný ležák,11,4.800000190734863,Neuvedené,Svijany,Svijany,222,NULL
5802,Kněžna,Svijany,Svijany,Liberecký kraj,6,Neuvedené,Neuvedené,tmavý speciál,13,5.199999809265137,Neuvedené,Svijany,Svijany,222,NULL
5803,Kníže,Svijany,Svijany,Liberecký kraj,5.199999809265137,Neuvedené,Neuvedené,světlý speciál,13,5.599999904632568,Neuvedené,Svijany,Svijany,222,NULL
5804,Kvasničák,Svijany,Svijany,Liberecký kraj,6.300000190734863,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý speciál,13,6,Neuvedené,Svijany,Svijany,222,NULL
5805,Máz,Svijany,Svijany,Liberecký kraj,4.300000190734863,Neuvedené,Neuvedené,světlý ležák,11,4.800000190734863,Neuvedené,Svijany,Svijany,222,NULL
5806,Rytíř,Svijany,Svijany,Liberecký kraj,6,Neuvedené,Neuvedené,světlý ležák,12,5,Neuvedené,Svijany,Svijany,222,NULL
5807,Weizen,Svijany,Svijany,Liberecký kraj,6.5,Neuvedené,Neuvedené,German Hefeweizen světlé pšeničné,12,NULL,Neuvedené,Svijany,Svijany,222,NULL
5808,Zámecký Máz,Svijany,Svijany,Liberecký kraj,6,Neuvedené,Neuvedené,světlý ležák,11,4.800000190734863,Neuvedené,Svijany,Svijany,222,NULL
5809,11° světlá,Syrovar,Syrovín,Jihomoravský kraj,4.5,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Syrovar,Syrovar,73,NULL
5810,12° světlá,Syrovar,Syrovín,Jihomoravský kraj,5,Neuvedené,Neuvedené,světlý ležák,12,5,Neuvedené,Syrovar,Syrovar,73,NULL
5811,"13,9 Speciál max",Syrovar,Syrovín,Jihomoravský kraj,3,Neuvedené,Neuvedené,polotmavý speciál,13,5.800000190734863,Neuvedené,Syrovar,Syrovar,73,NULL
5812,13° medová,Syrovar,Syrovín,Jihomoravský kraj,2.5,Neuvedené,medové pivo ( ochucené pivo ),světlý speciál,13,5.5,Neuvedené,Syrovar,Syrovar,73,NULL
5813,K5,Syrovar,Syrovín,Jihomoravský kraj,5.300000190734863,Neuvedené,single hop,světlý ležák,12,5,Neuvedené,Syrovar,Syrovar,73,NULL
5814,Pineapple Weisse,Syrovar,Syrovín,Jihomoravský kraj,5.300000190734863,Neuvedené,"ananasové pivo ( ovocné pivo , ochucené pivo )",American Wheat ( Wheat Ale ),12,5.099999904632568,Neuvedené,Syrovar,Syrovar,73,NULL
5815,Truhlářův ležák,Syrovar,Syrovín,Jihomoravský kraj,6.5,Neuvedené,oak chips aged,světlý speciál,12,NULL,Neuvedené,Syrovar,Syrovar,73,NULL
5816,Zeus,Syrovar,Syrovín,Jihomoravský kraj,3.299999952316284,Neuvedené,Neuvedené,světlý ležák,11,5,Neuvedené,Syrovar,Syrovar,73,NULL
5817,10°,Šedivák,Praha,Hlavní město Praha,5.300000190734863,Neuvedené,Neuvedené,světlé výčepní,10,3.9000000953674316,Neuvedené,Šedivák,Šedivák,519,NULL
5818,12°,Šedivák,Praha,Hlavní město Praha,5.800000190734863,Neuvedené,Neuvedené,světlý ležák,12,5,Neuvedené,Šedivák,Šedivák,519,NULL
5819,AleGrey 14°,Šedivák,Praha,Hlavní město Praha,5.800000190734863,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",14,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5820,AleGrey 15°,Šedivák,Praha,Hlavní město Praha,7,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",15,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5821,Black Punk,Šedivák,Praha,Hlavní město Praha,3.5,Neuvedené,Neuvedené,India Pale Lager tmavý speciál,13,5,Neuvedené,Šedivák,Šedivák,519,NULL
5822,Černý švihák Vánoční speciál,Šedivák,Praha,Hlavní město Praha,6,vánoční,kořeněné pivo ( ochucené pivo ),tmavý speciál,13,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5823,nakuřovaná 11°,Šedivák,Praha,Hlavní město Praha,5,Neuvedené,nakuřované pivo,polotmavý ležák,11,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5824,NEIPA 13°,Šedivák,Praha,Hlavní město Praha,3,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",13,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5825,Podzimní Ale 14,Šedivák,Praha,Hlavní město Praha,2,podzimní,Neuvedené,Pale Ale ( Ale ),14,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5826,Polotmavá 14°,Šedivák,Praha,Hlavní město Praha,2.5,Neuvedené,Neuvedené,polotmavý speciál,14,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5827,Summer Ale 11°,Šedivák,Praha,Hlavní město Praha,6,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",11,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5828,Tmavá 13°,Šedivák,Praha,Hlavní město Praha,7,Neuvedené,Neuvedené,tmavý speciál,13,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5829,Tmavá 13° Kazbek,Šedivák,Praha,Hlavní město Praha,5.5,Neuvedené,Neuvedené,tmavý speciál,13,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5830,Vánoční speciál polotmavá 14,Šedivák,Praha,Hlavní město Praha,5,Neuvedené,kořeněné pivo ( ochucené pivo ),polotmavý speciál,14,NULL,Neuvedené,Šedivák,Šedivák,519,NULL
5831,Šenvajz,Parník,Přerov,Olomoucký kraj,6.5,jednorázová várka,Neuvedené,German Hefeweizen světlé pšeničné,13,6,12,Parník,Parník,319,NULL
5832,Bellott,Šestajovický pivovar,Šestajovice,Středočeský kraj,5,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Šestajovický pivovar,Šestajovický pivovar,619,NULL
5833,Kojata,Šestajovický pivovar,Šestajovice,Středočeský kraj,6,Neuvedené,Neuvedené,světlý speciál,15,4.900000095367432,Neuvedené,Šestajovický pivovar,Šestajovický pivovar,619,NULL
5834,Křižovník,Šestajovický pivovar,Šestajovice,Středočeský kraj,5.300000190734863,Neuvedené,single hop,světlý ležák,12,4.699999809265137,Neuvedené,Šestajovický pivovar,Šestajovický pivovar,619,NULL
5835,Raskabát,Šestajovický pivovar,Šestajovice,Středočeský kraj,5.5,Neuvedené,Neuvedené,polotmavý ležák,11,4,Neuvedené,Šestajovický pivovar,Šestajovický pivovar,619,NULL
5836,Zikmund,Šestajovický pivovar,Šestajovice,Středočeský kraj,3.700000047683716,Neuvedené,Neuvedené,světlé výčepní,10,4,Neuvedené,Šestajovický pivovar,Šestajovický pivovar,619,NULL
5837,Šitbořický Kulak,1. chodský pivovárek na Moravě,Šitbořice,Jihomoravský kraj,5.800000190734863,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),12,NULL,Neuvedené,1. chodský pivovárek na Moravě,1. chodský pivovárek na Moravě,71,NULL
5838,15° Zelený chmel,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.5,silvestrovské / novoroční,wet hop,světlý speciál,15,NULL,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5839,Bílá svině Witbier 11% malinový,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,7.300000190734863,Neuvedené,"malinové pivo ( ovocné pivo , ochucené pivo )",Belgian Witbier,11,NULL,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5840,Černá pracka,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,8.199999809265137,Neuvedené,Neuvedené,Stout,14,5.900000095367432,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5841,Černá svině,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,7.400000095367432,Neuvedené,Neuvedené,tmavý speciál,13,5.199999809265137,36,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5842,Černá svině čokoládová,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.5,Neuvedené,čokoládové pivo ( ochucené pivo ),tmavý speciál,13,5.800000190734863,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5843,Černá svině čokoládová s vanilkou,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,7.5,Neuvedené,čokoládové pivo ( ochucené pivo ),tmavý speciál,13,5.800000190734863,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5844,Černá svině načuzovaná,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,4.5,Neuvedené,nakuřované pivo,tmavý speciál,13,5.800000190734863,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5845,Černá svině Švestková,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,7,Neuvedené,"švestkové pivo ( ovocné pivo , ochucené pivo )",tmavý speciál,13,5.800000190734863,36,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5846,Černá svině z vysmoleného sudu,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,7.199999809265137,Neuvedené,Neuvedené,tmavý speciál,13,5.199999809265137,36,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5847,Černohorák,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,7.800000190734863,jednorázová várka,Neuvedené,tmavý ležák,12,5.099999904632568,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5848,Černokostelecká 10,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.5,Neuvedené,Neuvedené,světlé výčepní,10,NULL,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5849,Dešťoffka,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,7,Neuvedené,Neuvedené,světlé výčepní,10,4.199999809265137,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5850,Dešťovka,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.300000190734863,Neuvedené,Neuvedené,světlé výčepní,10,4.199999809265137,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5851,E.S.B.,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,5,Neuvedené,Neuvedené,"Extra Special Bitter ( English Pale Ale , Pale Ale , Ale )",13,5.199999809265137,35,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5852,Eliáš,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.800000190734863,Neuvedené,rašelinou nakuřované ( nakuřované pivo ),English Porter ( Porter ),15,6.699999809265137,18,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5853,Eliáš z dřevěného sudu,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.5,Neuvedené,rašelinou nakuřované ( nakuřované pivo ),English Porter ( Porter ),15,6.699999809265137,18,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5854,jantarový ležák 12% Maris Otter,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.5,Neuvedené,Neuvedené,polotmavý ležák,12,NULL,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5855,Jirka,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.800000190734863,Neuvedené,Neuvedené,světlý ležák,11,4.800000190734863,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5856,Kozlovec,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.300000190734863,Neuvedené,Neuvedené,Heller Bock / Maibock ( Bock ),16,6.800000190734863,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5857,Ležák Single Malt Maris Otter,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.5,Neuvedené,Neuvedené,světlý ležák,12,NULL,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5858,Měděnec,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6,Neuvedené,Neuvedené,Vienna Lager,14,6.199999809265137,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5859,Mnichovák,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6,Neuvedené,Neuvedené,polotmavý ležák,12,5.199999809265137,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5860,Noback,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,5,Neuvedené,Neuvedené,India Pale Lager,14,6,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5861,Plzeňák,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6.5,Neuvedené,Neuvedené,světlý ležák,12,5.199999809265137,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5862,Porter,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,7.699999809265137,Neuvedené,Neuvedené,Baltic Porter ( Porter ),20,8,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5863,Porter Barrel Aged Cognac Martell,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,7.300000190734863,Neuvedené,oak chips aged,Baltic Porter ( Porter ),20,8,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
5864,Porter Barrel Aged Jack Daniels,Minipivovar Šnajdr,Kostelec nad Černými lesy,Středočeský kraj,6,Neuvedené,oak chips aged,Baltic Porter ( Porter ),20,8,Neuvedené,Minipivovar Šnajdr,Minipivovar Šnajdr,587,NULL
