id,nazov_piva,pivovar,pivovar_id_1,pivovar_id_2,sezonnost,skupina_piv,styl,kategoria1,kategoria2,kategoria3,podkategoria
5831,Šenvajz,Parník,319,NULL,jednorázová várka,Neuvedené,German Hefeweizen světlé pšeničné,Ale,Wheat,NULL,Hefeweizen
5832,Bellott,Šestajovický pivovar,619,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5833,Kojata,Šestajovický pivovar,619,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
5834,Křižovník,Šestajovický pivovar,619,NULL,Neuvedené,single hop,světlý ležák,Lager,NULL,NULL,NULL
5835,Raskabát,Šestajovický pivovar,619,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5836,Zikmund,Šestajovický pivovar,619,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
5837,Šitbořický Kulak,1. chodský pivovárek na Moravě,71,NULL,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
5838,15° Zelený chmel,Minipivovar Šnajdr,587,NULL,silvestrovské / novoroční,wet hop,světlý speciál,Lager,Special,NULL,NULL
5839,Bílá svině Witbier 11% malinový,Minipivovar Šnajdr,587,NULL,Neuvedené,"malinové pivo ( ovocné pivo , ochucené pivo )",Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
5840,Černá pracka,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Stout,Ale,Dark,NULL,Stout
5841,Černá svině,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
5842,Černá svině čokoládová,Minipivovar Šnajdr,587,NULL,Neuvedené,čokoládové pivo ( ochucené pivo ),tmavý speciál,Lager,Dark,Special,NULL
5843,Černá svině čokoládová s vanilkou,Minipivovar Šnajdr,587,NULL,Neuvedené,čokoládové pivo ( ochucené pivo ),tmavý speciál,Lager,Dark,Special,NULL
5844,Černá svině načuzovaná,Minipivovar Šnajdr,587,NULL,Neuvedené,nakuřované pivo,tmavý speciál,Lager,Dark,Special,NULL
5845,Černá svině Švestková,Minipivovar Šnajdr,587,NULL,Neuvedené,"švestkové pivo ( ovocné pivo , ochucené pivo )",tmavý speciál,Lager,Dark,Special,NULL
5846,Černá svině z vysmoleného sudu,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
5847,Černohorák,Minipivovar Šnajdr,587,NULL,jednorázová várka,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
5848,Černokostelecká 10,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
5849,Dešťoffka,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
5850,Dešťovka,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
5851,E.S.B.,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,"Extra Special Bitter ( English Pale Ale , Pale Ale , Ale )",Ale,Special,NULL,English Pale Ale
5852,Eliáš,Minipivovar Šnajdr,587,NULL,Neuvedené,rašelinou nakuřované ( nakuřované pivo ),English Porter ( Porter ),Ale,Dark,NULL,Porter
5853,Eliáš z dřevěného sudu,Minipivovar Šnajdr,587,NULL,Neuvedené,rašelinou nakuřované ( nakuřované pivo ),English Porter ( Porter ),Ale,Dark,NULL,Porter
5854,jantarový ležák 12% Maris Otter,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5855,Jirka,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5856,Kozlovec,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Heller Bock / Maibock ( Bock ),Lager,NULL,NULL,NULL
5857,Ležák Single Malt Maris Otter,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5858,Měděnec,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Vienna Lager,Lager,NULL,NULL,NULL
5859,Mnichovák,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5860,Noback,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,India Pale Lager,Lager,NULL,NULL,IPL
5861,Plzeňák,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5862,Porter,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Baltic Porter ( Porter ),Ale,Dark,NULL,Porter
5863,Porter Barrel Aged Cognac Martell,Minipivovar Šnajdr,587,NULL,Neuvedené,oak chips aged,Baltic Porter ( Porter ),Ale,Dark,NULL,Porter
5864,Porter Barrel Aged Jack Daniels,Minipivovar Šnajdr,587,NULL,Neuvedené,oak chips aged,Baltic Porter ( Porter ),Ale,Dark,NULL,Porter
5865,Porter Barrel Aged Rum Metuzalem,Minipivovar Šnajdr,587,NULL,Neuvedené,oak chips aged,Baltic Porter ( Porter ),Ale,Dark,NULL,Porter
5866,Porter vanilkový,Minipivovar Šnajdr,587,NULL,Neuvedené,oak barrel-aged,Baltic Porter ( Porter ),Ale,Dark,NULL,Porter
5867,Prďák,Minipivovar Šnajdr,587,NULL,Neuvedené,nakuřované pivo,polotmavý speciál,Lager,Special,NULL,Polotmavý
5868,Proskowetz,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5869,Qwjeták,Minipivovar Šnajdr,587,NULL,Neuvedené,bezové pivo ( ochucené pivo ),Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
5870,Saison,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Saison,Ale,NULL,NULL,Saison
5871,Sigurd Kveik,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Traditional Ale ( Ale ) Raw Ale,Ale,NULL,NULL,Raw Ale
5872,Singlemalt 1,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5873,Singlemalt 2,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5874,Singlemalt 3,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5875,Smolinec / Bílá svině,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
5876,světlý ležák 11%,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5877,ŠPA,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,"English Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
5878,ŠPA Cask z vysmoleného sudu,Minipivovar Šnajdr,587,NULL,jednorázová várka,Neuvedené,"English Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
5879,Triticum Lux,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
5880,Triticum Tenebris,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Dunkelweizen,Ale,Dark,Wheat,"Dunkel, Wheat Ale"
5881,Trubec / Medokostelecká výroční 15°,Minipivovar Šnajdr,587,NULL,Neuvedené,medové pivo ( ochucené pivo ),polotmavý speciál,Lager,Special,NULL,Polotmavý
5882,Vídeňák,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,polotmavý ležák Vienna Lager,Lager,NULL,NULL,Polotmavý
5883,Vycpaná vydra / Kostelák,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5884,Vycpaná vydra jantarová,Minipivovar Šnajdr,587,NULL,silvestrovské / novoroční,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5885,Vykutálená 10,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
5886,Vykutálená 14,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
5887,Vysmolenec,Minipivovar Šnajdr,587,NULL,Neuvedené,red wine aged ( oak barrel-aged ),Baltic Porter ( Porter ),Ale,Dark,NULL,Porter
5888,Witbier,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
5889,Witbier 11% Rybízák,Minipivovar Šnajdr,587,NULL,Neuvedené,"černorybízové pivo ( ovocné pivo , ochucené pivo )",Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
5890,Witbier 11% višňový,Minipivovar Šnajdr,587,NULL,Neuvedené,"višňové pivo ( ovocné pivo , ochucené pivo )",Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
5891,Witbier 11% zelený pepř,Minipivovar Šnajdr,587,NULL,Neuvedené,"pepřové pivo ( kořeněné pivo , ochucené pivo )",Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
5892,Witbier 12% višňový,Minipivovar Šnajdr,587,NULL,Neuvedené,"višňové pivo ( ovocné pivo , ochucené pivo )",Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
5893,ZáBřezňák,Minipivovar Šnajdr,587,NULL,Neuvedené,Neuvedené,Märzen,Lager,NULL,NULL,Märzen
5894,Žitovec,Minipivovar Šnajdr,587,NULL,Neuvedené,žitné pivo,polotmavý speciál,Lager,Special,NULL,Polotmavý
5895,Šroubkova desítka,MMX,588,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlé výčepní,Lager,NULL,NULL,Pilsner
5896,Magnát Ale,Štiřínský pivovar,621,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
5897,Magnát kouřový speciál,Štiřínský pivovar,621,NULL,Neuvedené,nakuřované pivo,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5898,Magnát limetka,Štiřínský pivovar,621,NULL,Neuvedené,"limetkové pivo ( ovocné pivo , ochucené pivo )",světlý ležák,Lager,NULL,NULL,NULL
5899,Magnát medový speciál,Štiřínský pivovar,621,NULL,Neuvedené,medové pivo ( ochucené pivo ),světlý ležák,Lager,NULL,NULL,NULL
5900,Magnát polotmavý speciál,Štiřínský pivovar,621,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
5901,Magnát pšeničné,Štiřínský pivovar,621,NULL,Neuvedené,Neuvedené,světlé pšeničné German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
5902,Magnát Stout,Štiřínský pivovar,621,NULL,Neuvedené,Neuvedené,Dry Stout ( Stout ),Ale,Dark,NULL,Stout
5903,Magnát světlý ležák 11°,Štiřínský pivovar,621,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5904,Magnát světlý ležák 12°,Štiřínský pivovar,621,NULL,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
5905,Magnát tmavý speciál,Štiřínský pivovar,621,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
5906,Magnát vídeňské kouřové,Štiřínský pivovar,621,NULL,Neuvedené,nakuřované pivo,polotmavý speciál Vienna Lager,Lager,Special,NULL,Polotmavý
5907,Magnát vídeňský ležák 12°,Štiřínský pivovar,621,NULL,Neuvedené,Neuvedené,polotmavý ležák Vienna Lager,Lager,NULL,NULL,Polotmavý
5908,Štramberský Trubač,Městský pivovar Štramberk,251,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5909,Štramberský Trubač Amerikano APA,Městský pivovar Štramberk,251,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
5910,Vimperk 7 sladový speciál,Šumavský pivovar,44,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
5911,Vimperk Beach Girl,Šumavský pivovar,44,NULL,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
5912,Vimperk Fat Dad,Šumavský pivovar,44,NULL,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
5913,Vimperk Generál Patton,Šumavský pivovar,44,NULL,jednorázová várka,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
5914,Vimperk ibiškový ležák,Šumavský pivovar,44,NULL,Neuvedené,ochucené pivo,světlý ležák,Lager,NULL,NULL,NULL
5915,Vimperk ibiškový speciál,Šumavský pivovar,44,NULL,Neuvedené,ochucené pivo,světlý speciál,Lager,Special,NULL,NULL
5916,Vimperk Inocenc,Šumavský pivovar,44,NULL,Neuvedené,Neuvedené,Doppelbock ( Bock ) tmavý speciál,Lager,Dark,Special,Bock
5917,Vimperk jantarový Doppelbock,Šumavský pivovar,44,NULL,Neuvedené,Neuvedené,Doppelbock ( Bock ),Lager,Dark,NULL,Bock
5918,Vimperk Märzen,Šumavský pivovar,44,NULL,Neuvedené,Neuvedené,Märzen,Lager,NULL,NULL,Märzen
5919,Vimperk medový speciál 15°,Šumavský pivovar,44,NULL,Neuvedené,medové pivo ( ochucené pivo ),světlý speciál,Lager,Special,NULL,NULL
5920,Vimperk Polotmavý ležák,Šumavský pivovar,44,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5921,Vimperk pšeničné,Šumavský pivovar,44,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
5922,Vimperk Red-haired Beach Boy,Šumavský pivovar,44,NULL,Neuvedené,single hop,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
5923,Vimperk Světlý ležák,Šumavský pivovar,44,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5924,Vimperk zázvorový speciál,Šumavský pivovar,44,NULL,Neuvedené,zázvorové pivo ( ochucené pivo ),světlý speciál,Lager,Special,NULL,NULL
5925,Vimperk zlatý Bock 16°,Šumavský pivovar,44,NULL,Neuvedené,Neuvedené,Heller Bock / Maibock ( Bock ) světlý speciál,Lager,Special,NULL,NULL
5926,Martin na Pštrosovi Red Ale,Šumický pivovar Vildenberg,92,NULL,svatomartinské,Neuvedené,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
5927,Vildenberská Tmavá 13ka,Šumický pivovar Vildenberg,92,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
5928,Vildenberský Ležák 12°,Šumický pivovar Vildenberg,92,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5929,Vildenberský Zlaťák 11°,Šumický pivovar Vildenberg,92,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5930,Dubbel,Rodinný pivovar Švihov,609,NULL,Neuvedené,Neuvedené,"Dubbel ( Belgian Strong Ale , Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
5931,Gaučák,Rodinný pivovar Švihov,609,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5932,Gerstebier (Ale 11),Rodinný pivovar Švihov,609,NULL,Neuvedené,Neuvedené,"Kölsch Gerstebier ( Traditional Ale , Ale )",Ale,NULL,NULL,Kölsch
5933,Grep,Rodinný pivovar Švihov,609,NULL,Neuvedené,"grapefruitové pivo ( ovocné pivo , ochucené pivo )",Pale Ale ( Ale ),Ale,NULL,NULL,NULL
5934,Nieuwlicht (Švihadlo),Rodinný pivovar Švihov,609,NULL,Neuvedené,Neuvedené,"Nieuwlicht ( Traditional Ale , Ale )",Ale,NULL,NULL,NULL
5935,Tripel,Rodinný pivovar Švihov,609,NULL,Neuvedené,Neuvedené,"Tripel ( Belgian Strong Ale , Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
5936,Witbier,Rodinný pivovar Švihov,609,NULL,Neuvedené,Neuvedené,Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
5937,Tambor Bad Flash Movembeer,Bad Flash,431,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5938,Prostě světlý ležák,Tambor / Bad Flash,198,431,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5939,J. Jakoubek,Tambor,198,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5940,Klazar,Tambor,198,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
5941,R. A. Dvorský,Tambor,198,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5942,R. A. Dvorský nefiltrovaný,Tambor,198,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5943,světlé výčepní,Tambor,198,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
5944,světlý ležák 11°,Tambor,198,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
5945,světlý ležák 11° nefiltrovaný,Tambor,198,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
5946,světlý ležák 12°,Tambor,198,NULL,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
5947,tmavý speciál,Tambor,198,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
5948,Záboj,Tambor,198,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5949,Žernovská 600,Tambor,198,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5950,The Eagle Flies Alone (2024),TamTam Brewing Co.,415,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale ) Rye IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5951,Generál,Taschenberg,623,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
5952,světlá 11°,Taschenberg,623,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5953,Telčský Zachariáš,Jihlava,695,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
5954,Beerex White Phantasy,The Barn Beer Co.,416,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5955,Barney,The Barn Beer Co.,416,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5956,Nelson IPA,The Barn Beer Co.,416,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
5957,Gosebumps Tropico,The Barn Beer Co.,416,NULL,Neuvedené,"marakujové pivo ( ovocné pivo , ochucené pivo ) mango pivo ( ovocné pivo , ochucené pivo ) papájové pivo ( ovocné pivo , ochucené pivo )",Gose,Ale,Sour,NULL,Gose
5958,Hybrid Theory,The Barn Beer Co.,416,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5959,Echt IPA,Thrills / Budweiser Budvar,140,6,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5960,Místo S - Brett Pils,Thrills / Černý potoka,140,168,Neuvedené,red wine aged ( oak barrel-aged ),Pilsner,Lager,NULL,NULL,Pilsner
5961,B2B (Brno to Buda),Thrills,140,NULL,Neuvedené,"pomerančové pivo ( ovocné pivo , ochucené pivo ) pepřové pivo ( kořeněné pivo , ochucené pivo )",Strong Saison ( Saison ),Ale,NULL,NULL,Saison
5962,Svantesson Tasman Bay,Thrills,140,NULL,Neuvedené,Neuvedené,Saison,Ale,NULL,NULL,Saison
5963,Z Gálových sadů Brave New Plum,Thrills,140,NULL,Neuvedené,"švestkové pivo ( ovocné pivo , ochucené pivo )",Stout,Ale,Dark,NULL,Stout
5964,Berry on the Grave,Thrills,140,NULL,Neuvedené,"čokoládové pivo ( ochucené pivo ) malinové pivo ( ovocné pivo , ochucené pivo )",Russian Imperial Stout ( Stout ),Ale,Dark,NULL,"Imperial, Stout"
5965,Fairytale,Thrills,140,NULL,vánoční,"pomerančové pivo ( ovocné pivo , ochucené pivo ) zázvorové pivo ( ochucené pivo ) kořeněné pivo ( ochucené pivo )",Saison,Ale,NULL,NULL,Saison
5966,Fest Coast (2024),Thrills,140,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5967,Festive Coast (East),Thrills,140,NULL,vánoční,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5968,Hanging Out,Thrills,140,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
5969,Have a Nice Journey (2024),Thrills,140,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5970,Piňazó,Thrills,140,NULL,Neuvedené,"mango pivo ( ovocné pivo , ochucené pivo ) ananasové pivo ( ovocné pivo , ochucené pivo )",Sour Ale,Ale,Sour,NULL,NULL
5971,Abatyše Barbora 13%,Tišnov,110,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
5972,Biker,Tišnov,110,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
5973,Mistr Šimon,Tišnov,110,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
5974,Narozeninová 11%,Tišnov,110,NULL,Neuvedené,Neuvedené,India Pale Lager,Lager,NULL,NULL,IPL
5975,Porter Coeli,Tišnov,110,NULL,Neuvedené,Neuvedené,Baltic Porter ( Porter ),Ale,Dark,NULL,Porter
5976,Tišnovák 10%,Tišnov,110,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
5977,Tišnovan 12%,Tišnov,110,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5978,Tišnovanka 11%,Tišnov,110,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5979,Bazilišek,To Sødeten,523,NULL,Neuvedené,nakuřované pivo,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
5980,Hops'n'stones,To Sødeten,523,NULL,Neuvedené,Neuvedené,India Pale Lager,Lager,NULL,NULL,IPL
5981,Rudovous,To Sødeten,523,NULL,Neuvedené,single hop,"Red IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5982,Topolská IPA 16,Topolský pivovar,737,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
5983,Topolská Polotmavá 11,Topolský pivovar,737,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
5984,Topolská Světlá 11,Topolský pivovar,737,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5985,Topolské Výčepní pivo 10,Topolský pivovar,737,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
5986,Fruit ale Rybízek 11,Topolský pivovar,737,NULL,Neuvedené,Neuvedené,Sour Ale Amber Ale ( Ale ),Ale,Sour,NULL,Amber
5987,Jaroslav,Topolský pivovar,737,NULL,Neuvedené,Neuvedené,India Pale Lager,Lager,NULL,NULL,IPL
5988,Pappeldorf Kühles Blondes Pale Ale,Topolský pivovar,737,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
5989,Světlý extra chmelený ležák 12,Topolský pivovar,737,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5990,Zajíček 12°,Toulavej pes,157,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5991,Altbier 11°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,Altbier,Ale,NULL,NULL,Altbier
5992,Fürst 11°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,Belgian Ale ( Ale ),Ale,NULL,NULL,Belgian
5993,Hefeweizen 12°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
5994,Hopfen-Weizen,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,German Hefeweizen Wheat Ale,Ale,Wheat,NULL,"Hefeweizen, Wheat Ale"
5995,Kellerpils,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5996,Kruták 12°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
5997,Maibock,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,Heller Bock / Maibock ( Bock ),Lager,NULL,NULL,NULL
5998,Pale Ale 12°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
5999,Protektor IPA 15°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
6000,Quadrupel 23°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,"Quadrupel ( Belgian Dark Strong Ale , Belgian Strong Ale , Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
6001,Salzberg 12°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,tmavý ležák Schwarzbier,Lager,Dark,NULL,Schwarzbier
6002,Stout 14°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,Stout,Ale,Dark,NULL,Stout
6003,Stout Oak Aged 14°,Továrna Pivovar,624,NULL,Neuvedené,oak chips aged,Stout,Ale,Dark,NULL,Stout
6004,Továrenská 10°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
6005,Továrenská APA Chinook Centennial,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
6006,Urpils,Továrna Pivovar,624,NULL,Neuvedené,wet hop,světlý speciál,Lager,Special,NULL,NULL
6007,Weizenbock 16°,Továrna Pivovar,624,NULL,Neuvedené,Neuvedené,Dunkler Weizenbock ( Weizenbock ),Ale,Dark,Wheat,"Bock, Wheat Ale"
6008,Winter Ale,Továrna Pivovar,624,NULL,zimní,ochucené pivo medové pivo ( ochucené pivo ),"Belgian Pale Ale ( Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
6009,Tramway Ale,Pivovarský dům Benedict,492,NULL,Neuvedené,Neuvedené,"English Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
6010,Polotmavý ležák Diktátor,Transformátor,45,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
6011,Světlý ležák,Transformátor,45,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
