id,nazev_pivovaru,detail_nazvu,zeme,typ,mesto,kraj,adresa,zalozeno,ico,ico_obchodni_jmeno,web,prodejna,prodejna_vycap
134,Dubňák,NULL,Česká republika,minipivovar,Dubňany,Jihomoravský kraj,"Nádražní 7 696 03, Dubňany",2019,NULL,Marek Hoch fyzická osoba,https://dubnak.cz,1,1
135,Kos,NULL,Česká republika,minipivovar,Brno,Jihomoravský kraj,"Kotlářská 989/51a, Brno",2020,765651,Milan Kos,pivokos.cz,1,1
136,Beer Daddy,NULL,Česká republika,minipivovar,Sivice,Jihomoravský kraj,Sivice 504,2020,7996845,BEER DADDY s.r.o.,https://www.beerdaddy.cz/,1,1
137,Louka,NULL,Česká republika,minipivovar,Louka,Jihomoravský kraj,Louka 59,2020,5732115,Pivovar Louka s.r.o.,https://pivovarlouka.cz,1,1
138,EFI Pivovar,NULL,Česká republika,restaurační pivovar,Brno,Jihomoravský kraj,"Náměstí 28. října 23, Brno",2020,9166343,"EFI Pivovar, s.r.o.",https://www.efipivovar.cz/,1,1
139,Bos Boskovice,NULL,Česká republika,létající pivovar,Brno,Jihomoravský kraj,"Josefy Faimonové 2232/13, Brno",2020,NULL,NULL,https://www.pivobos.cz/,1,0
140,Thrills,NULL,Česká republika,minipivovar,Velké Pavlovice,Jihomoravský kraj,"Tovární 509/3a, Velké Pavlovice",2021,9614010,"Pivovar Thrills Brewing, s.r.o.",https://www.thrills.cz/,0,0
141,Kosmix,NULL,Česká republika,létající pivovar,Brno,Jihomoravský kraj,"Gorkého 98/58, Brno",2021,14267705,KOSMIX VZDĚLÁVÁNÍ s.r.o.,https://kosmix.cz,0,0
142,Rustikal,NULL,Česká republika,restaurační pivovar,Hustopeče,Jihomoravský kraj,"Na hradbách 5, 693 01 Hustopeče",2022,26291495,"RUSTIKAL, s.r.o.",https://rustikal.cz,1,1
143,Lednice,NULL,Česká republika,restaurační pivovar,Lednice,Jihomoravský kraj,"Břeclavská 368, 691 44 Lednice",2022,283339,Obec Lednice,https://pivovarlednice.cz,1,1
144,Pivovarský dům Poupě,NULL,Česká republika,restaurační pivovar,Brno,Jihomoravský kraj,"Dominikánská 342/15, Brno-střed",2022,2058421,PIVOVARSKÝ DŮM POUPĚ s.r.o.,https://pivovar-poupe.cz,1,1
145,Červený vlk,NULL,Česká republika,restaurační pivovar,Boží Dar,Karlovarský kraj,"Anny Letenské 1120/17, Boží Dar",2020,7707401,Pivovar Červený vlk s.r.o.,https://cervenyvlk.cz,1,1
146,Dymáček / Chebbeer,NULL,Česká republika,uzavřený pivovar,Cheb,Karlovarský kraj,"Boční, 350 02 Cheb",2003,NULL,NULL,NULL,0,0
147,Evropské centrum přírodních pivních lázní,NULL,Česká republika,restaurační pivovar,Nivy,Karlovarský kraj,"Nivy 4, Děpoltovice",2014,NULL,NULL,https://www.eurobeerspa.cz/cs/,0,1
148,Karel IV.,NULL,Česká republika,restaurační pivovar,Karlovy Vary,Karlovarský kraj,"Tomáše Garrigue Masaryka 57, Karlovy Vary",2012,2065207,"Otec vlasti Karel IV., z.s.",https://kareliv.com,0,1
149,Kronl,NULL,Česká republika,restaurační pivovar,Mariánské Lázně,Karlovarský kraj,"Kollárova 94/26, Mariánské Lázně",2018,6719996,Pivo Kronl    s.r.o.,https://kronl.cz,1,1
150,Krušnohor,NULL,Česká republika,restaurační pivovar,Tisová,Karlovarský kraj,"Tisová 1792, Kraslice",2015,26454670,PIVOVAR KRUŠNOHOR s.r.o.,https://krusnohor.cz,0,1
151,Kynšperk,NULL,Česká republika,minipivovar,Kynšperk nad Ohří,Karlovarský kraj,"Sokolovská 482/40, Kynšperk nad Ohří",2013,5622719,"Společenství vlastníků U Pivovaru 359/12, Kynšperk nad Ohří",https://pivovar-kynsperk.cz/cs,1,1
152,Permon,NULL,Česká republika,minipivovar,Sokolov,Karlovarský kraj,"Komenského 77, Sokolov",2006,2276186,Pivovar PERMON s.r.o.,https://www.pivopermon.cz/cs,1,1
153,Pivní skaut / Hvězda,NULL,Česká republika,restaurační pivovar,Cheb,Karlovarský kraj,"náměstí Krále Jiřího z Poděbrad 1, Cheb",2021,NULL,NULL,https://pivniskaut.cz/,1,1
154,Rudohor,NULL,Česká republika,minipivovar,Ostrov,Karlovarský kraj,"Dolní Žďár 1, 36301 Ostrov",2018,6961649,Pivovar Rudohor s.r.o.,https://rudohor.cz,1,1
155,Ryžovna,NULL,Česká republika,připravovaný pivovar,Boží Dar,Karlovarský kraj,Neuvedeno,Neuvedeno,1787411,Pivovar Ryžovna s.r.o.,https://www.ryzovna.cz/,0,0
156,Svatý Florian,NULL,Česká republika,restaurační pivovar,Loket,Karlovarský kraj,"Tomáše Garrigue Masaryka 81, Loket",2006,1905872,"Svatý Florián - Dobrovolní hasiči roku, z. s.",https://pivovarloket.cz,1,1
157,Toulavej pes,NULL,Česká republika,létající pivovar,Cheb,Karlovarský kraj,"Vančurova 15/747, Cheb",2020,46793801,Pavel Kousal fyzická osoba,www.toulavejpes.cz,0,0
158,Valeč,NULL,Česká republika,připravovaný pivovar,Valeč,Karlovarský kraj,Neuvedeno,Neuvedeno,255114,Obec Valeč,https://www.obecvalec.cz/,0,0
159,Velichovský Forman,uzavřeno,Česká republika,uzavřený pivovar,Velichov,Karlovarský kraj,Velichov 147,2006,NULL,NULL,NULL,0,0
160,Velkorybnický Hastrman,NULL,Česká republika,restaurační pivovar,Hroznětín,Karlovarský kraj,"Velký Rybník 9, Hroznětín",2006,NULL,NULL,http://www.pivohastrman.cz/,1,1
161,Zámecký pivovar Chyše,NULL,Česká republika,restaurační pivovar,Chyše,Karlovarský kraj,Chyše 54,2006,NULL,Vladimír Lažanský fyzická osoba,https://www.chyse.com,1,1
162,Agent,NULL,Česká republika,minipivovar,Olešnice v Orlických horách,Královéhradecký kraj,"Olešnice v Orlických horách č. p. 63, 517 83 Olešnice v Orlických horách",2019,1567519,Agent Company s.r.o.,https://agentcompany.com,0,0
163,Bakovský pivovar,NULL,Česká republika,připravovaný pivovar,Bakov,Královéhradecký kraj,Neuvedeno,Neuvedeno,10814221,Bakovský pivovar s.r.o.,https://www.bakovskypivovar.cz/,0,0
164,Baron,NULL,Česká republika,minipivovar,Opočno,Královéhradecký kraj,"Hradecká 217, 51773 Opočno",2019,1095706,Ing. Michael Baron,https://pivobaron.cz,1,1
165,Beránek,NULL,Česká republika,restaurační pivovar,Stěžery,Královéhradecký kraj,"Zámecká ul. 3/11, 50321 Stěžery",2018,5650909,Pivovar Štajner a Beránek s.r.o.,https://pivovarberanek.cz,1,1
166,Berko,NULL,Česká republika,restaurační pivovar,Bernartice,Královéhradecký kraj,Bernartice 96,2015,3418847,Bc. Daniel Berko,https://www.facebook.com/p/Berko-100027720081366/,0,1
167,Clock,NULL,Česká republika,restaurační pivovar,Potštejn,Královéhradecký kraj,"Školní 2, Potštejn",2014,28854039,Pivovar Clock s.r.o.,https://www.pivovarclock.cz/,1,1
168,Černý potoka,NULL,Česká republika,létající pivovar,Staré Místo,Královéhradecký kraj,"Staré Místo 48, Jičín",2016,6934536,černý potoka s.r.o.,https://cernypotoka.cz,0,0
169,Čtyři lípy,NULL,Česká republika,minipivovar,Libáň,Královéhradecký kraj,"Boženy Němcové, Libáň",2018,17226813,Čtyři Lípy I. s.r.o.,www.pivovar-liban.cz,1,0
170,Dětenice,NULL,Česká republika,restaurační pivovar,Dětenice,Královéhradecký kraj,"Dětenice 1, Dětenice, Královéhradecký kraj",2003,5295262,Zámecký PIVOVAR Dětenice s. r. o.,https://www.pivovardetenice.cz/pivovar/o-pivovaru/,1,1
171,Fenetra,NULL,Česká republika,létající pivovar,Potštejn,Královéhradecký kraj,"Na Brnou 394, Potštejn",2019,NULL,Pivovar Clock s.r.o.,https://fenetra.cz,1,0
172,Friesovy Boudy / Fries,NULL,Česká republika,restaurační pivovar,Strážné,Královéhradecký kraj,Strážné 95,2013,NULL,NULL,https://friesovyboudy.cz/,1,1
173,Hendrych,NULL,Česká republika,minipivovar,Vrchlabí,Královéhradecký kraj,"Horská 192, Vrchlabí",2012,1116533,Bc. Radek Hendrych,https://pivohendrych.cz,1,1
174,Hradecký Klenot,NULL,Česká republika,restaurační pivovar,Hradec Králové,Královéhradecký kraj,"Velké náměstí 26, Hradec Králové",2017,8648808,"Hradecký Klenot, s.r.o.",https://hradeckyklenot.cz,1,1
175,JungBerg,NULL,Česká republika,minipivovar,Hořice,Královéhradecký kraj,"Riegrova 619, Hořice",2017,5262011,JungBerg s.r.o.,https://www.jungberg.eu,1,1
176,Krakonoš,NULL,Česká republika,průmyslový pivovar,Trutnov,Královéhradecký kraj,"Křižíkova 486, Trutnov",1582,25943677,Bytové družstvo KRAKONOŠ,https://www.pivovar-krakonos.cz,1,1
177,Krodo,NULL,Česká republika,minipivovar,Mokrovousy,Královéhradecký kraj,"Mokrovousy 111, 503 15 Mokrovousy",2019,NULL,Jiří Hradecký fyzická osoba,https://krodo.cz,1,1
178,Kubík,NULL,Česká republika,minipivovar,Hradec Králové,Královéhradecký kraj,"Profesora Smotlachy 1275/34, Hradec Králové",2010,743364,Ing. Petr Kubík,https://kubik.cz,0,0
179,Lindr,NULL,Česká republika,restaurační pivovar,Mžany,Královéhradecký kraj,Mžany 21,2014,11702907,Lukáš Lindr,https://www.lindr.cz/,1,1
180,Lončák,NULL,Česká republika,létající pivovar,Jičín,Královéhradecký kraj,"Na Jihu 529, Jičín",2019,25479199,Pivovar Lončák s.r.o.,https://www.pivovarloncak.cz/,1,0
181,Luční bouda,NULL,Česká republika,restaurační pivovar,Pec pod Sněžkou,Královéhradecký kraj,"Pec pod Sněžkou 203, Pec pod Sněžkou",2012,NULL,"AEZZ a.s., Hotel Luční bouda",https://www.lucnibouda.cz/cs/,0,1
182,Městský Podorlický pivovar Rychnov,NULL,Česká republika,restaurační pivovar,Rychnov nad Kněžnou,Královéhradecký kraj,"Kaštany 435, Rychnov nad Kněžnou",2008,NULL,Městský Podorlický pivovar s.r.o. Rychnov nad Kněžnou,https://www.pivovarrychnov.cz/,1,1
183,Neratov,NULL,Česká republika,minipivovar,Neratov,Královéhradecký kraj,"Bartošovice v Orlických horách 118, Neratov",2017,580686,Obec Neratov,https://pivovarneratov.cz,1,1
184,Nová Paka,NULL,Česká republika,průmyslový pivovar,Nová Paka,Královéhradecký kraj,"Pivovarská 400, Nová Paka",1872,32140,"JEDNOTA, spotřební družstvo Nová Paka",https://novapaka.com,0,0
185,Opat Broumov,NULL,Česká republika,průmyslový pivovar,Broumov,Královéhradecký kraj,"Třída Osvobození 55, Broumov",1348,NULL,"Pivovar Broumov,s.r.o.",https://www.pivovarbroumov.cz/,1,1
186,Ovipistán,NULL,Česká republika,restaurační pivovar,Ledce,Královéhradecký kraj,"Ledce 16, 517 71 Ledce",2020,4616341,Pivovar Ovipistán s.r.o.,https://www.pivovarovipistan.cz/,0,1
187,Pecký pivovar,NULL,Česká republika,restaurační pivovar,Pec pod Sněžkou,Královéhradecký kraj,"Pec pod Sněžkou 124, Pec pod Sněžkou",2017,NULL,SUPER Sport spol. s r.o.,https://www.peckypivovar.cz/,1,1
188,Pivovar Trautenberk,NULL,Česká republika,restaurační pivovar,Malá Úpa,Královéhradecký kraj,Horní Malá Úpa 87,2015,4186982,"Pivovar Trautenberk, a.s.",https://www.pivovartrautenberk.cz/,1,1
189,Pivovarská Bašta Vrchlabí / Krkonošský medvěd,NULL,Česká republika,restaurační pivovar,Vrchlabí,Královéhradecký kraj,"Horská 198, Vrchlabí",1995,NULL,NULL,https://www.pivovarskabasta.cz/pivovar,0,1
190,Primátor,NULL,Česká republika,průmyslový pivovar,Náchod,Královéhradecký kraj,"Dobrošovská 130, Náchod",1872,27337201,PRIMÁTOR DISTRIBUCE s.r.o.,https://primator.cz,1,1
191,Rambousek,NULL,Česká republika,uzavřený pivovar,Hradec Králové,Královéhradecký kraj,"Velké nám. 130, Hradec Králové",2002,933813,Josef Rambousek,https://rambousek.cz,0,0
192,Rampušák Dobruška,NULL,Česká republika,minipivovar,Dobruška,Královéhradecký kraj,"Křovická 267, Dobruška",1870,NULL,NULL,https://www.pivovarrampusak.cz/,1,1
193,Recesní pivovárek U Antéňáka,domovarnictví,Česká republika,domovarnictví,Hradec Králové,Královéhradecký kraj,"Pospíšilova 342, Hradec Králové",1995,NULL,Pivovárek U Antéňáka a Pivní klub,NULL,0,0
194,Rodinný pivovar 713,NULL,Česká republika,minipivovar,Hradec Králové,Královéhradecký kraj,"Albertova 713, Hradec Králové",2015,NULL,"AREA-HK, s.r.o.",https://www.hradeckepivo.cz,1,1
195,Rodinný pivovar Propper,NULL,Česká republika,uzavřený pivovar,Praskačka,Královéhradecký kraj,"Praskačka 71, Praskačka",2012,NULL,5P Brand Production spol. s r.o.,NULL,0,0
196,Rodinný pivovárek Antonín,NULL,Česká republika,minipivovar,Stará Paka,Královéhradecký kraj,"Jaromíra Brože 230, Stará Paka",2020,7955847,Rodinný pivovárek Antonín s.r.o.,www.pivovar-antonin.cz,0,0
197,Safari,NULL,Česká republika,restaurační pivovar,Dvůr Králové nad Labem,Královéhradecký kraj,"Štefánikova 3213, 54401 Dvůr Králové nad Labem",2018,14111349,SAFARI PIVOVAR s.r.o.,https://www.safaripivovar.cz/,1,1
198,Tambor,NULL,Česká republika,průmyslový pivovar,Dvůr Králové nad Labem,Královéhradecký kraj,"Raisova 699, Dvůr Králové nad Labem",2009,3751031,Tambor capital s.r.o. v likvidaci,https://www.pivovar-tambor.cz,1,1
199,U bojiště 1866 Miletín,NULL,Česká republika,minipivovar,Miletín,Královéhradecký kraj,"náměstí Karla Jaromíra Erbena 98, Miletín",1996,8835080,Pivovar Miletín s.r.o.,www.pivovarmiletin.cz,1,1
200,U Hušků,NULL,Česká republika,restaurační pivovar,Běleč nad Orlicí,Královéhradecký kraj,"Běleč nad Orlicí 58, Třebechovice pod Orebem",1993,5404878,Pivovar u Hušků s.r.o.,https://pivovaruhusku.cz,1,1
201,U Vacků,NULL,Česká republika,restaurační pivovar,Chlumec nad Cidlinou,Královéhradecký kraj,"Klicperova 52, Chlumec nad Cidlinou",2014,3864456,U Vacků s.r.o.,https://www.uvacku.cz/,1,1
202,Beranův pivovar,NULL,Česká republika,létající pivovar,Trávníček,Liberecký kraj,Trávníček 14,2018,6748571,"Beranův pivovar, s.r.o.",https://www.beranuv-pivovar.cz/,1,0
203,Born,NULL,Česká republika,minipivovar,Nový Bor,Liberecký kraj,"náměstí Míru 100, Nový Bor",2019,1116975,Michal Born,https://www.pivovarborn.cz/,1,1
204,Cvikov,NULL,Česká republika,minipivovar,Cvikov,Liberecký kraj,"Pivovarská 405, Cvikov",2014,14384892,"Společenství vlastníků jednotek č.p. 55, ul. Pivovarská, Cvikov",https://pivovarcvikov.cz/cs/,1,1
205,Hroch,NULL,Česká republika,minipivovar,Liberec,Liberecký kraj,"České mládeže 324/5, 46006 Liberec",2018,4694040,Martin Hroch,https://martinhroch.com,0,NULL
206,Konrad,NULL,Česká republika,průmyslový pivovar,Vratislavice nad Nisou,Liberecký kraj,"Pivovarská 164, Vratislavice nad Nisou, Liberec 30",1872,965995,Pavel Konrád,https://pavelkonrad.cz,0,0
207,Kosa Prérií,NULL,Česká republika,létající pivovar,Liberec,Liberecký kraj,Liberec,2020,NULL,Létající pivovar Kosa Prerií,https://www.facebook.com/kosa.prerii.3,0,0
208,Kousek Piva,NULL,Česká republika,restaurační pivovar,Liberec,Liberecký kraj,"Hanychovskou 328/10, Liberec 7",2018,5941784,KOUSEK PIVA s.r.o.,https://www.kousekpiva.cz/,1,1
209,Kristýna,NULL,Česká republika,uzavřený pivovar,Hrádek nad Nisou,Liberecký kraj,"Žitavská 745, Hrádek nad Nisou, Česko",2021,NULL,brewery innovation s.r.o.,https://pivovarkristyna.cz,0,0
210,Lípák,NULL,Česká republika,létající pivovar,Česká Lípa,Liberecký kraj,"Hálkova 1691,  Česká Lípa",2017,NULL,Pavel Konvalina fyzická osoba,https://pivovarlipak.cz,1,0
211,Lomnice nad Popelkou,NULL,Česká republika,minipivovar,Lomnice nad Popelkou,Liberecký kraj,"Poděbradova 49, 51251 Lomnice Nad Popelkou",2018,5553334,ŘEMESLNÝ PIVOVAR Lomnice nad Popelkou s.r.o.,https://lomnicenadpopelkou.cz,1,1
212,Maloskalský pivovar,NULL,Česká republika,restaurační pivovar,Malá Skála,Liberecký kraj,"Labe 196, Malá Skála",2016,NULL,"První maloskalská, s.r.o.",https://www.maloskalskypivovar.cz/,1,1
213,Měšťanský pivovar Turnov,NULL,Česká republika,minipivovar,Turnov,Liberecký kraj,"Na Lukách 669, 51101 Turnov",2018,24294381,Měšťanský pivovar Turnov a.s.,https://pivovarturnov.cz,1,1
214,Minipivovar Studánka,NULL,Česká republika,restaurační pivovar,Liberec,Liberecký kraj,"Albrechtická 227, Krásná Studánka, Liberec 31",2010,60245239,Iva Vrbová fyzická osoba,NULL,NULL,1
215,Na Perlíčku,NULL,Česká republika,restaurační pivovar,Paseky nad Jizerou,Liberecký kraj,"Paseky nad Jizerou 222, Paseky nad Jizerou",2017,3314006,Petr Lacina fyzická osoba,www.prdek.cz,1,1
216,Novosad,NULL,Česká republika,restaurační pivovar,Harrachov,Liberecký kraj,"Harrachov 95, Harrachov",2002,982083,Petr Novosad,https://www.sklarnaharrachov.cz,1,1
217,O.SKAR,NULL,Česká republika,létající pivovar,Jablonec nad Nisou,Liberecký kraj,Jablonec nad Nisou,2017,NULL,Ondřej Škarvada fyzická osoba,https://minipivovar-oskar.cz,0,0
218,Rezek,NULL,Česká republika,restaurační pivovar,Zásada,Liberecký kraj,Zásada 154,2015,705683,František Rezek,https://www.pivovarrezek.cz/,1,1
219,Rodinný pivovar Vendelín,NULL,Česká republika,restaurační pivovar,Liberec,Liberecký kraj,"Lukášovská 43, Liberec",1999,69388946,Václav Krkoška fyzická osoba,www.pivovarvendelin.cz,0,1
220,Rohozec,NULL,Česká republika,průmyslový pivovar,Turnov,Liberecký kraj,"Malý Rohozec 29, Turnov",1850,26011603,"PIVOVAR ROHOZEC, a.s.",https://www.pivorohozec.cz/,1,1
221,Skalický Budulínek,NULL,Česká republika,minipivovar,Skalice u České Lípy,Liberecký kraj,Skalice u České Lípy 464,2016,NULL,Rodinný pivovar Skalický Budulínek,https://www.facebook.com/profile.php?id=100057357375044,0,NULL
222,Svijany,NULL,Česká republika,průmyslový pivovar,Svijany,Liberecký kraj,"Svijany 25, Příšovice",1564,25009699,"PIVOVAR SVIJANY - DISTRIBUCE, s.r.o.",https://www.pivovarsvijany.cz/,1,1
223,U Čápa,Příchovice,Česká republika,restaurační pivovar,Příchovice,Liberecký kraj,Příchovice 1,2015,27564576,U Čápa Příchovice s.r.o.,https://www.ucapa.eu,1,1
224,Vagabund,NULL,Česká republika,létající pivovar,Česká Lípa,Liberecký kraj,"Klášterní 249/2, Česká Lípa",2021,2443881,Vagabund Gym z.s.,https://www.facebook.com/pivovar.vagabund/,0,0
225,Volt,NULL,Česká republika,restaurační pivovar,Jablonec nad Nisou,Liberecký kraj,"Palackého 2302/28, Jablonec n. Nisou",2017,6270077,Pivovar Volt s.r.o.,https://pivovarvolt.cz,1,1
226,Zámecký pivovar Frýdlant,NULL,Česká republika,minipivovar,Frýdlant,Liberecký kraj,"Hejnická 4073, Frýdlant",2014,NULL,Pivovar Albrecht s.r.o.,https://www.facebook.com/PivovarAlbrecht/,0,NULL
227,Zrzavá Veverka,NULL,Česká republika,připravovaný pivovar,Česká Lípa,Liberecký kraj,Neuvedeno,Neuvedeno,12785938,Roman Sklenka fyzická osoba,https://www.facebook.com/PivovarZrzavaVeverka.cz/,0,0
228,Aero,NULL,Česká republika,restaurační pivovar,Ostrava,Moravskoslezský kraj,"Edisonova 795/88, Ostrava-Hrabůvka",2018,2127,AERO HOLDING a.s. v likvidaci,https://www.aero.cz/,1,1
229,Albrechtický pivovar,NULL,Česká republika,minipivovar,Albrechtice,Moravskoslezský kraj,"Osvobození 43, Albrechtice",2017,NULL,Mecon Service s.r.o.,https://eshop.albrechtickypivovar.cz/,1,NULL
230,Albrechtický pivovar,Karviná,Česká republika,uzavřený pivovar,Karviná,Moravskoslezský kraj,"Lešetinská 366/14, Karviná",2014,297534,Statutární město Karviná,https://www.albrechtickypivovar.cz,0,0
231,Avar,NULL,Česká republika,restaurační pivovar,Hlučín,Moravskoslezský kraj,"Pode zdí 13, Hlučín",1993,1778170,AVAR Group s.r.o. v likvidaci,https://www.avarbrewing.com/,1,1
232,Baraba,NULL,Česká republika,restaurační pivovar,Český Těšín,Moravskoslezský kraj,"Štefanikova 877/3, Český Těšín",2021,8712689,Spolek BARABA,https://www.pivobaraba.cz/,0,1
233,Beerokracie,NULL,Česká republika,létající pivovar,Ostrava,Moravskoslezský kraj,"Hlavní třída 1031/35, Ostrava",2017,6420737,Beerokracie s.r.o.,https://www.beerokracie.cz/,1,0
234,Beskydský pivovárek,NULL,Česká republika,restaurační pivovar,Ostravice,Moravskoslezský kraj,Ostravice 449,2013,29397405,"Beskydský pivovárek, s.r.o.",https://beskydskypivovarek.cz,1,1
235,Brabčák Vratimov,NULL,Česká republika,minipivovar,Vratimov,Moravskoslezský kraj,"K Sokolovně 135, Vratimov",2012,29399335,Hostinec Ve Dvoře s.r.o.,www.pivobrabcak.cz,1,1
236,Dejf,NULL,Česká republika,minipivovar,Studénka,Moravskoslezský kraj,"2. května 390, Studénka",2017,11953870,Dejf team s.r.o.,https://www.pivovardejf.cz/,1,1
237,Dva Kusy,NULL,Česká republika,minipivovar,Třinec,Moravskoslezský kraj,"Karpentná 152, Třinec",2020,9170227,Dva Kusy s.r.o.,https://www.dvakusy.cz,1,0
238,Dva plešouni,NULL,Česká republika,létající pivovar,Hýlov,Moravskoslezský kraj,"Hýlov 39, Klimkovice",2016,NULL,NULL,https://www.facebook.com/2plesouni/?locale=cs_CZ,0,0
239,Garage Club / Pivovar Garage,NULL,Česká republika,restaurační pivovar,Ostrava,Moravskoslezský kraj,"Martinovská 50, Ostrava",2013,NULL,NULL,https://www.garageclub.cz/stranka/pivovar-garage,1,1
240,Grove beer co.,NULL,Česká republika,létající pivovar,Ostrava,Moravskoslezský kraj,Ostrava,2018,NULL,Grove beer co.,NULL,NULL,0
241,Hasič,NULL,Česká republika,minipivovar,Bruntál,Moravskoslezský kraj,Ruská 1448/1,2015,5032679,Hasič Jožák s.r.o.,https://hasicpivo.cz,1,1
242,Heřmanický pivovar,NULL,Česká republika,minipivovar,Ostrava,Moravskoslezský kraj,"Vrbická 131, Ostrava-Heřmanice",2017,NULL,ISSA CZECH s.r.o.,https://hermanicky-pivovar.cz,1,1
243,HoppyDog,NULL,Česká republika,minipivovar,Ostrava,Moravskoslezský kraj,"Kutuzovova 603/27, Ostrava-Vítkovice",2016,4714300,Pivovar HoppyDog s.r.o.,https://www.hoppydog.cz,1,1
244,Hostinský pivovar a hotel Excelent,NULL,Česká republika,restaurační pivovar,Rýmařov,Moravskoslezský kraj,"Pivovarská 14, Rýmařov",1993,NULL,NULL,https://www.hotelexcelent.cz/pivovar/,1,1
245,Karvinský pivovar Larische,NULL,Česká republika,restaurační pivovar,Karviná,Moravskoslezský kraj,"Polská 117/8, Karviná - Ráj",2013,NULL,"Karvinský pivovar, s.r.o.",https://www.facebook.com/KarvinskyPivovar/,0,1
246,Koníček,NULL,Česká republika,průmyslový pivovar,Vojkovice,Moravskoslezský kraj,"Vojkovice 10, Dobrá",2006,1132962,David Koníček,https://www.pivovar-konicek.cz/,1,1
247,Koňovárek,NULL,Česká republika,minipivovar,Vojkovice,Moravskoslezský kraj,"Vojkovice 49, Vojkovice",2018,5477310,Koníčkův dvůr s.r.o.,www.konickuv-dvur.cz,1,1
248,Létající Bezdomovec,NULL,Česká republika,létající pivovar,Ostrava,Moravskoslezský kraj,"Oráčova 1013/1A, Ostrava",2016,NULL,Pivovar Létající Bezdomovec,https://letajicibezdomovec.cz,0,0
249,Medojed,NULL,Česká republika,minipivovar,Ostrava,Moravskoslezský kraj,"Družební 460/122, 72526 Ostrava-Krásné Pole",2019,7058080,Medojed z.s.,https://medojed.cz,0,0
250,Městský Karvinský pivovar,NULL,Česká republika,minipivovar,Karviná,Moravskoslezský kraj,"Pivovarská 17, Karviná - Fryštát",2014,NULL,Restart-beer s.r.o,https://www.mestskykarvinskypivovar.cz/,1,1
251,Městský pivovar Štramberk,NULL,Česká republika,uzavřený pivovar,Štramberk,Moravskoslezský kraj,"Náměstí 5, 742 66 Štramberk",2005,NULL,"Šmíra-Print,s.r.o.",NULL,0,0
252,Minipivovar Hukvaldy,NULL,Česká republika,restaurační pivovar,Hukvaldy,Moravskoslezský kraj,"Dolní Sklenov 19, Hukvaldy",2004,NULL,NULL,https://hukvaldy.cz,0,1
253,Minipivovar Krmelín,NULL,Česká republika,restaurační pivovar,Krmelín,Moravskoslezský kraj,"Brušperská 24, Krmelín",2011,NULL,"Minipivovar Krmelín, U Hodže",https://www.krmelin.cz/,1,1
254,Minipivovar Rohan,NULL,Česká republika,restaurační pivovar,Rohov,Moravskoslezský kraj,"Slezská 86, Rohov",2010,12121452,Artur Komárek fyzické osoba,https://www.pivorohan.cz/,1,1
255,Minipivovar Třinec,NULL,Česká republika,uzavřený pivovar,Třinec,Moravskoslezský kraj,Třinec-Karpentná 152,2010,NULL,NULL,https://www.trinecko.cz/,0,0
256,Morava,NULL,Česká republika,restaurační pivovar,Frýdek - Místek,Moravskoslezský kraj,"Jiřího Trnky 82, Frýdek - Místek",2013,302970,Obec Malá Morava,https://pivovarekmorava.cz/,1,1
257,Morous,NULL,Česká republika,restaurační pivovar,Rýmařov,Moravskoslezský kraj,"Jesenická 4, 79501 Rýmařov",2019,9351299,MOROUS FOREVER s.r.o.,https://www.hotelslunce.eu/pivovar-morous-rymarov-jeseniky,1,1
258,Nachmelená opice,NULL,Česká republika,minipivovar,Krnov,Moravskoslezský kraj,nám. Míru 153,2015,25857169,Nachmelená Opice s.r.o.,https://www.nachmelenaopice.cz/cs,1,1
259,Nová Sladovna,NULL,Česká republika,restaurační pivovar,Opava,Moravskoslezský kraj,"U Fortny 49/10, Opava",2013,NULL,Gastronomie Opava s.r.o.,https://nova-sladovna.cz,1,1
260,Ogar,Kunčický pivovar,Česká republika,restaurační pivovar,Kunčice pod Ondřejníkem,Moravskoslezský kraj,Kunčice pod Ondřejníkem 315,2017,4414055,Pivovar Ogar s.r.o.,https://www.pivovarogar.cz/,1,1
261,Olbrew,NULL,Česká republika,minipivovar,Sedlnice,Moravskoslezský kraj,"Sedlnice 217, Sedlnice",2020,26092859,OLBREW s.r.o.,https://olbrew.cz,1,1
262,Ostravar,Molson Coors,Česká republika,průmyslový pivovar,Ostrava,Moravskoslezský kraj,"Hornopolní 57, Ostrava 1",1897,63025710,ZO NOS PPP Pivovary Staropramen s.r.o. pivovar OSTRAVAR,https://www.ostravar.cz/,1,1
263,Paličák Palačov,NULL,Česká republika,minipivovar,Palačov,Moravskoslezský kraj,"Palačov 43, Starý Jičín",2014,NULL,NULL,https://www.minipivovarpalicak.cz/,1,1
264,Panský Mlýn,NULL,Česká republika,restaurační pivovar,Opava,Moravskoslezský kraj,U Panského mlýna 267,2015,NULL,Minipivovar Panský mlýn,https://www.panskymlynopava.cz,0,1
265,Panský pivovar v Paskově,NULL,Česká republika,minipivovar,Paskov,Moravskoslezský kraj,"Nádražní 28, 739 21 Paskov",2019,NULL,"Bur & Ann. CZ, s.r.o.",https://pivovarpaskov.cz,0,0
266,Penzion / pikopivovar Letohrádek,uzavřeno,Česká republika,uzavřený pivovar,Frýdlant nad Ostravicí,Moravskoslezský kraj,"U letohrádku 143, Frýdlant nad Ostravicí",2008,NULL,NULL,NULL,0,0
